name,birth_date,pesel,phone_number,city,address,email
Beata Kwiatkowska,2002-09-26,02292601048,48651307088,Warszawa,Al. KEN 10,beata.kwiatkowska@gmail.com
Anna Wróblewska,1971-08-08,71080882765,48740784032,Warszawa,ul. Chmielna 46,anna.wróblewska@gmail.com
Celina Pawlak,1985-08-31,85083118949,48612856603,Łódź,Al. Zieleniecka 78,celina.pawlak@gmail.com
Anita Górska,1966-10-06,66100627608,48789699507,Kraków,ul. Nowy Świat 80,anita.górska@gmail.com
Marianna Nowak,1986-02-27,86022773427,48691347534,Warszawa,ul. Grójecka 23,marianna.nowak@gmail.com
Adam Malinowski,1942-02-25,42022597115,48696944696,Gdańsk,Al. Waszyngtona 39,adam.malinowski@gmail.com
Nina Malinowska,1990-10-17,90101705342,48653268749,Warszawa,Al. Prymasa Tysiąclecia 33,nina.malinowska@gmail.com
Ireneusz Zając,2006-06-11,06261192733,48597436973,Warszawa,ul. Targowa 90,ireneusz.zając@gmail.com
Eryk Olszewski,1958-09-07,58090792497,48534443570,Kraków,ul. Jana Pawła II 13,eryk.olszewski@gmail.com
Marta Dudek,1954-06-05,54060557501,48520488493,Kraków,ul. Nowy Świat 61,marta.dudek@gmail.com
Czesława Król,2001-12-02,01320230667,48794672627,Łódź,Al. Prymasa Tysiąclecia 88,czesława.król@gmail.com
Marta Zielińska,1966-01-15,66011567389,48786710344,Warszawa,ul. Marszałkowska 59,marta.zielińska@gmail.com
Helena Majewska,2005-02-06,05220671021,48604283171,Poznań,ul. Grójecka 57,helena.majewska@gmail.com
Franciszek Krawczyk,1998-06-11,98061100757,48581534807,Poznań,ul. Targowa 73,franciszek.krawczyk@gmail.com
Natalia Kwiatkowska,1979-04-09,79040951122,48537913294,Poznań,Al. Armii Ludowej 100,natalia.kwiatkowska@gmail.com
Jerzy Kwiatkowski,1991-03-04,91030470376,48591580839,Gdańsk,Al. Prymasa Tysiąclecia 53,jerzy.kwiatkowski@gmail.com
Emil Michalski,1994-06-23,94062322910,48629608718,Kraków,Al. Wilanowska 30,emil.michalski@gmail.com
Józef Grabowski,1999-02-13,99021352898,48808406123,Poznań,Al. Prymasa Tysiąclecia 88,józef.grabowski@gmail.com
Gabriela Michalska,1959-05-07,59050756461,48777908120,Kraków,ul. Puławska 52,gabriela.michalska@gmail.com
Amelia Wojciechowska,1950-06-11,50061136842,48514131395,Łódź,Al. Armii Ludowej 71,amelia.wojciechowska@gmail.com
Celina Kwiatkowska,1973-09-08,73090811720,48789839384,Gdańsk,ul. Mokotowska 57,celina.kwiatkowska@gmail.com
Jerzy Jankowski,2001-04-12,01241242455,48676796736,Łódź,ul. Puławska 44,jerzy.jankowski@gmail.com
Hubert Malinowski,1947-06-21,47062115073,48567521193,Warszawa,ul. Wspólna 35,hubert.malinowski@gmail.com
Aneta Sikora,1948-03-21,48032188088,48758368668,Warszawa,Al. Wilanowska 28,aneta.sikora@gmail.com
Halina Stępień,1963-10-24,63102460262,48726355030,Kraków,ul. Wspólna 78,halina.stępień@gmail.com
Bolesław Nowak,1949-07-09,49070948290,48731437071,Poznań,ul. Targowa 97,bolesław.nowak@gmail.com
Gabriela Jankowska,1989-10-26,89102643409,48727520400,Gdańsk,Al. Wilanowska 3,gabriela.jankowska@gmail.com
Barbara Michalak,1998-04-11,98041138141,48804174159,Poznań,ul. Targowa 57,barbara.michalak@gmail.com
Kajetan Zalewski,1975-01-03,75010380332,48669807264,Poznań,ul. Złota 97,kajetan.zalewski@gmail.com
Damian Wieczorek,1952-04-21,52042188499,48721221891,Poznań,ul. Targowa 84,damian.wieczorek@gmail.com
Gabriela Michalak,1971-02-03,71020386546,48508853707,Łódź,Al. Wilanowska 84,gabriela.michalak@gmail.com
Magdalena Zielińska,1967-07-27,67072711186,48560598720,Gdańsk,Al. Rzeczypospolitej 88,magdalena.zielińska@gmail.com
Aneta Witkowska,1951-02-01,51020150662,48723490107,Warszawa,Al. Zieleniecka 91,aneta.witkowska@gmail.com
Lech Wiśniewski,1984-06-12,84061241750,48609833432,Gdańsk,ul. Puławska 23,lech.wiśniewski@gmail.com
Małgorzata Wojciechowska,1993-07-04,93070433429,48545235818,Łódź,Al. KEN 77,małgorzata.wojciechowska@gmail.com
Gabriel Grabowski,1940-04-30,40043012279,48563195081,Warszawa,Al. Jana III Sobieskiego 64,gabriel.grabowski@gmail.com
Gabriela Szewczyk,1999-09-19,99091954561,48509825794,Łódź,ul. Złota 47,gabriela.szewczyk@gmail.com
Agnieszka Olszewska,1974-08-02,74080244085,48671230015,Gdańsk,ul. Grójecka 100,agnieszka.olszewska@gmail.com
Adrian Szymański,1967-11-20,67112004696,48737600955,Kraków,ul. Nowy Świat 66,adrian.szymański@gmail.com
Karolina Wójcik,1983-11-24,83112411861,48656344806,Poznań,Al. Niepodległości 76,karolina.wójcik@gmail.com
Amelia Zając,1979-12-25,79122593646,48508014717,Warszawa,ul. Targowa 10,amelia.zając@gmail.com
Marian Michalski,2006-10-24,06302431755,48629561864,Poznań,ul. Marszałkowska 19,marian.michalski@gmail.com
Bogumiła Pawłowska,1980-07-06,80070617582,48670316005,Kraków,ul. Złota 95,bogumiła.pawłowska@gmail.com
Jolanta Olszewska,1981-03-09,81030956662,48512340606,Łódź,Al. Prymasa Tysiąclecia 35,jolanta.olszewska@gmail.com
Kacper Wojciechowski,1942-08-30,42083022331,48773879267,Poznań,Al. KEN 14,kacper.wojciechowski@gmail.com
Krzysztof Zalewski,1956-12-03,56120343794,48583714197,Poznań,Al. Waszyngtona 62,krzysztof.zalewski@gmail.com
Bartosz Malinowski,1943-05-13,43051366037,48725319317,Gdańsk,ul. Krakowskie Przedmieście 7,bartosz.malinowski@gmail.com
Bożena Pietrzak,1980-03-22,80032288986,48818625624,Kraków,ul. Świętokrzyska 82,bożena.pietrzak@gmail.com
Aleksandra Dudek,1947-08-01,47080172829,48600369422,Gdańsk,Al. Wojska Polskiego 11,aleksandra.dudek@gmail.com
Katarzyna Adamczyk,1964-08-05,64080532563,48570783450,Poznań,Al. Armii Ludowej 87,katarzyna.adamczyk@gmail.com
Łukasz Kamiński,1981-07-17,81071780633,48627036138,Gdańsk,Al. Niepodległości 49,łukasz.kamiński@gmail.com
Aneta Sikora,1990-12-10,90121021729,48780964585,Łódź,ul. Marszałkowska 48,aneta.sikora@gmail.com
Andrzej Lewandowski,1967-09-18,67091852219,48569539597,Warszawa,Al. Krakowska 76,andrzej.lewandowski@gmail.com
Edyta Kamińska,1946-03-03,46030354322,48573126130,Gdańsk,ul. Puławska 31,edyta.kamińska@gmail.com
Kinga Kamińska,1962-01-20,62012099027,48613591948,Łódź,ul. Nowy Świat 77,kinga.kamińska@gmail.com
Jakub Szymański,1991-05-18,91051823953,48598046732,Poznań,Al. Zieleniecka 83,jakub.szymański@gmail.com
Kamila Wiśniewska,1978-08-24,78082449646,48590718070,Warszawa,ul. Marszałkowska 73,kamila.wiśniewska@gmail.com
Helena Witkowska,1980-08-29,80082923925,48667437405,Poznań,ul. Długa 49,helena.witkowska@gmail.com
Franciszek Wójcik,1942-04-23,42042333098,48548651772,Gdańsk,ul. Żwirki i Wigury 73,franciszek.wójcik@gmail.com
Józef Witkowski,1991-11-22,91112209799,48769406781,Łódź,Al. Jana III Sobieskiego 20,józef.witkowski@gmail.com
Franciszek Walczak,1987-08-07,87080785854,48572571233,Warszawa,Al. Armii Ludowej 51,franciszek.walczak@gmail.com
Mariusz Stępień,1989-04-13,89041317832,48631505463,Gdańsk,ul. Żwirki i Wigury 19,mariusz.stępień@gmail.com
Dominik Krawczyk,1979-03-21,79032167658,48538621528,Gdańsk,Al. Waszyngtona 76,dominik.krawczyk@gmail.com
Bartłomiej Majewski,1978-05-03,78050360911,48520439517,Warszawa,ul. Mokotowska 38,bartłomiej.majewski@gmail.com
Gabriela Michalska,1949-11-23,49112344343,48716847848,Gdańsk,Al. Wojska Polskiego 26,gabriela.michalska@gmail.com
Dawid Wojciechowski,1976-07-27,76072788179,48727283701,Gdańsk,Al. Wilanowska 21,dawid.wojciechowski@gmail.com
Andrzej Grabowski,1964-12-13,64121344294,48521655772,Kraków,Al. KEN 74,andrzej.grabowski@gmail.com
Nina Dąbrowska,1945-09-16,45091680968,48563071281,Kraków,ul. Grójecka 76,nina.dąbrowska@gmail.com
Justyna Grabowska,1974-08-10,74081032368,48686561075,Gdańsk,Al. Armii Ludowej 70,justyna.grabowska@gmail.com
Kamila Kaczmarek,1955-11-10,55111035908,48519840889,Warszawa,Al. Krakowska 77,kamila.kaczmarek@gmail.com
Celina Nowak,1961-08-09,61080999046,48764764616,Łódź,ul. Jana Pawła II 15,celina.nowak@gmail.com
Laura Kwiatkowska,1984-09-25,84092580822,48714730139,Poznań,ul. Nowy Świat 17,laura.kwiatkowska@gmail.com
Aleksander Nowakowski,1986-08-13,86081318935,48600173163,Łódź,ul. Krakowskie Przedmieście 95,aleksander.nowakowski@gmail.com
Krzysztof Nowicki,1974-11-13,74111302458,48603307173,Kraków,ul. Targowa 87,krzysztof.nowicki@gmail.com
Henryk Kowalczyk,2005-06-26,05262656572,48752162990,Łódź,Al. KEN 73,henryk.kowalczyk@gmail.com
Jerzy Kwiatkowski,2005-10-17,05301741876,48811963832,Łódź,ul. Jana Pawła II 13,jerzy.kwiatkowski@gmail.com
Amelia Wieczorek,1988-03-11,88031148885,48527784876,Warszawa,ul. Grójecka 84,amelia.wieczorek@gmail.com
Artur Górski,1987-01-04,87010424970,48607752886,Poznań,Al. Wilanowska 97,artur.górski@gmail.com
Daniel Pawlak,1964-12-04,64120421491,48714912966,Warszawa,ul. Długa 52,daniel.pawlak@gmail.com
Marta Ostrowska,1990-06-19,90061976501,48527383764,Łódź,Al. Rzeczypospolitej 85,marta.ostrowska@gmail.com
Daniel Szymański,1959-10-21,59102115653,48607587497,Gdańsk,Al. Waszyngtona 21,daniel.szymański@gmail.com
Maria Sikora,1989-05-15,89051564662,48583299871,Warszawa,Al. Stanów Zjednoczonych 48,maria.sikora@gmail.com
Jakub Wróbel,1942-11-15,42111584075,48786719639,Gdańsk,ul. Długa 21,jakub.wróbel@gmail.com
Kazimierz Dąbrowski,1971-04-05,71040590679,48743767102,Warszawa,Al. Solidarności 37,kazimierz.dąbrowski@gmail.com
Agnieszka Kamińska,1992-04-17,92041767286,48509026530,Kraków,ul. Krakowskie Przedmieście 25,agnieszka.kamińska@gmail.com
Lucyna Wieczorek,1966-04-06,66040680846,48680161767,Kraków,Al. Solidarności 14,lucyna.wieczorek@gmail.com
Irena Kamińska,1959-09-10,59091027528,48732430690,Łódź,Al. Armii Ludowej 83,irena.kamińska@gmail.com
Maciej Król,1958-10-28,58102840215,48783132517,Poznań,ul. Złota 6,maciej.król@gmail.com
Nina Wróbel,1974-07-27,74072746782,48502503033,Poznań,ul. Piotrkowska 88,nina.wróbel@gmail.com
Marek Pietrzak,1998-02-14,98021492692,48678000418,Łódź,ul. Nowy Świat 72,marek.pietrzak@gmail.com
Izabela Sikora,1992-03-14,92031425167,48732918990,Warszawa,Al. Krakowska 77,izabela.sikora@gmail.com
Kazimiera Wieczorek,1949-12-03,49120375582,48817466491,Poznań,Al. Niepodległości 20,kazimiera.wieczorek@gmail.com
Bartosz Walczak,2001-08-04,01280486610,48740706920,Poznań,ul. Mokotowska 15,bartosz.walczak@gmail.com
Mariusz Kwiatkowski,1971-08-13,71081303674,48778220087,Gdańsk,ul. Piotrkowska 24,mariusz.kwiatkowski@gmail.com
Danuta Grabowska,1983-09-26,83092601065,48595436947,Poznań,Al. Niepodległości 63,danuta.grabowska@gmail.com
Irena Wójcik,1985-10-28,85102886585,48542567663,Gdańsk,Al. Jerozolimskie 52,irena.wójcik@gmail.com
Adam Wiśniewski,2002-05-10,02251079837,48510728508,Gdańsk,ul. Wspólna 59,adam.wiśniewski@gmail.com
Hubert Nowicki,1955-03-13,55031397557,48542063306,Poznań,ul. Wspólna 44,hubert.nowicki@gmail.com
Damian Wieczorek,1947-10-05,47100591018,48595566535,Kraków,ul. Świętokrzyska 60,damian.wieczorek@gmail.com
Arkadiusz Kozłowski,1964-12-24,64122473632,48519848067,Poznań,Al. Jerozolimskie 84,arkadiusz.kozłowski@gmail.com
Grzegorz Lewandowski,1973-09-19,73091986111,48817530687,Łódź,ul. Świętokrzyska 93,grzegorz.lewandowski@gmail.com
Dominik Walczak,1967-05-10,67051040955,48819805334,Łódź,ul. Nowy Świat 31,dominik.walczak@gmail.com
Helena Michalak,1978-03-31,78033148105,48802605329,Poznań,Al. Jana III Sobieskiego 38,helena.michalak@gmail.com
Bożena Kozłowska,1982-07-30,82073001421,48818711965,Warszawa,ul. Mokotowska 55,bożena.kozłowska@gmail.com
Anna Jaworska,1983-10-31,83103151822,48535581479,Łódź,Al. Waszyngtona 58,anna.jaworska@gmail.com
Grzegorz Majewski,2001-04-21,01242106039,48749181200,Łódź,Al. Rzeczypospolitej 35,grzegorz.majewski@gmail.com
Alicja Kaczmarek,1956-01-17,56011770908,48784751883,Kraków,Al. Niepodległości 75,alicja.kaczmarek@gmail.com
Irena Górska,1987-12-17,87121799789,48732599247,Poznań,ul. Chmielna 26,irena.górska@gmail.com
Laura Grabowska,1970-07-09,70070950183,48648921273,Łódź,ul. Mokotowska 90,laura.grabowska@gmail.com
Emil Król,2005-10-13,05301391453,48751615449,Łódź,ul. Piotrkowska 83,emil.król@gmail.com
Dorota Jabłońska,1976-11-01,76110150162,48640612983,Kraków,Al. Krakowska 40,dorota.jabłońska@gmail.com
Barbara Jabłońska,1980-11-16,80111630488,48588492256,Gdańsk,ul. Złota 82,barbara.jabłońska@gmail.com
Mateusz Kowalczyk,1989-07-15,89071578814,48787948639,Łódź,ul. Piotrkowska 83,mateusz.kowalczyk@gmail.com
Artur Kamiński,1999-11-10,99111077531,48518544928,Gdańsk,Al. KEN 5,artur.kamiński@gmail.com
Cezary Górski,1962-11-24,62112451851,48508985033,Gdańsk,Al. KEN 15,cezary.górski@gmail.com
Bartłomiej Kozłowski,1953-03-27,53032759918,48745747308,Warszawa,Al. Prymasa Tysiąclecia 18,bartłomiej.kozłowski@gmail.com
Mariusz Górski,2004-05-05,04250578270,48725329287,Gdańsk,Al. Stanów Zjednoczonych 94,mariusz.górski@gmail.com
Kazimierz Zalewski,1981-03-02,81030284639,48599184031,Gdańsk,Al. Jerozolimskie 15,kazimierz.zalewski@gmail.com
Krystyna Kowalska,2000-12-04,00320459102,48795697872,Gdańsk,ul. Piotrkowska 84,krystyna.kowalska@gmail.com
Justyna Wójcik,2003-06-23,03262313343,48815569232,Warszawa,Al. Niepodległości 78,justyna.wójcik@gmail.com
Dominik Nowakowski,1974-04-29,74042967537,48794458699,Poznań,Al. Armii Ludowej 27,dominik.nowakowski@gmail.com
Magdalena Tomaszewska,1952-09-14,52091448340,48583246041,Poznań,Al. Waszyngtona 5,magdalena.tomaszewska@gmail.com
Eryk Wiśniewski,1943-11-11,43111189635,48796930465,Łódź,Al. KEN 32,eryk.wiśniewski@gmail.com
Aleksander Wiśniewski,1994-12-15,94121512751,48624652970,Łódź,Al. Waszyngtona 79,aleksander.wiśniewski@gmail.com
Kamila Ostrowska,1946-06-20,46062093507,48751860313,Poznań,Al. Prymasa Tysiąclecia 58,kamila.ostrowska@gmail.com
Edyta Olszewska,1986-04-01,86040141442,48556566912,Łódź,ul. Piotrkowska 61,edyta.olszewska@gmail.com
Gabriela Kwiatkowska,1942-07-26,42072676301,48787213398,Łódź,ul. Marszałkowska 59,gabriela.kwiatkowska@gmail.com
Ewa Piotrowska,1950-01-01,50010143961,48579286498,Warszawa,Al. Jana III Sobieskiego 24,ewa.piotrowska@gmail.com
Hubert Jabłoński,1997-12-19,97121951379,48799422666,Poznań,Al. Wilanowska 74,hubert.jabłoński@gmail.com
Katarzyna Michalak,1978-01-04,78010474263,48806558557,Poznań,Al. Waszyngtona 85,katarzyna.michalak@gmail.com
Józef Rutkowski,1941-07-06,41070655057,48780059345,Gdańsk,Al. KEN 19,józef.rutkowski@gmail.com
Aleksandra Pietrzak,1981-08-05,81080571127,48777992517,Poznań,ul. Krakowskie Przedmieście 81,aleksandra.pietrzak@gmail.com
Bogdan Dudek,1960-07-15,60071596138,48667566235,Poznań,Al. Krakowska 64,bogdan.dudek@gmail.com
Anita Zając,1971-03-21,71032177044,48557573762,Łódź,Al. Jerozolimskie 8,anita.zając@gmail.com
Nina Lewandowska,1980-01-05,80010507845,48754726845,Gdańsk,Al. Prymasa Tysiąclecia 100,nina.lewandowska@gmail.com
Grażyna Sikora,1989-09-10,89091095821,48686724167,Warszawa,Al. Jerozolimskie 99,grażyna.sikora@gmail.com
Dorota Wróblewska,1978-12-05,78120575883,48798303789,Poznań,Al. KEN 72,dorota.wróblewska@gmail.com
Agnieszka Pietrzak,1940-02-18,40021889242,48524292224,Poznań,ul. Targowa 54,agnieszka.pietrzak@gmail.com
Hanna Nowak,1958-09-11,58091194625,48732999376,Kraków,Al. Solidarności 50,hanna.nowak@gmail.com
Mariusz Krawczyk,1962-08-15,62081592894,48757803837,Gdańsk,ul. Żwirki i Wigury 45,mariusz.krawczyk@gmail.com
Kajetan Kozłowski,1957-05-03,57050341430,48584892256,Poznań,ul. Marszałkowska 72,kajetan.kozłowski@gmail.com
Kazimiera Stępień,1971-03-21,71032103384,48614412166,Poznań,ul. Jana Pawła II 58,kazimiera.stępień@gmail.com
Jakub Pietrzak,1948-09-03,48090325812,48814607431,Warszawa,Al. Stanów Zjednoczonych 30,jakub.pietrzak@gmail.com
Lech Mazur,1945-04-29,45042921232,48521327742,Poznań,ul. Chmielna 20,lech.mazur@gmail.com
Józef Stępień,1949-01-29,49012975359,48787956103,Łódź,Al. Krakowska 5,józef.stępień@gmail.com
Damian Pawłowski,2006-01-27,06212704079,48781591786,Poznań,ul. Jana Pawła II 90,damian.pawłowski@gmail.com
Danuta Michalak,1970-02-09,70020947762,48775035866,Gdańsk,ul. Długa 79,danuta.michalak@gmail.com
Kajetan Wójcik,1959-07-16,59071623678,48684593458,Poznań,Al. Jana III Sobieskiego 61,kajetan.wójcik@gmail.com
Jerzy Malinowski,1963-02-10,63021006811,48815893659,Warszawa,ul. Marszałkowska 68,jerzy.malinowski@gmail.com
Bolesław Michalak,1972-11-17,72111715892,48596834312,Łódź,Al. Wilanowska 98,bolesław.michalak@gmail.com
Bogumiła Krawczyk,1971-01-06,71010635564,48758126025,Poznań,ul. Wspólna 30,bogumiła.krawczyk@gmail.com
Lidia Michalak,2002-03-25,02232534481,48654732440,Łódź,ul. Świętokrzyska 99,lidia.michalak@gmail.com
Maria Rutkowska,1957-02-15,57021551822,48575759841,Kraków,Al. Waszyngtona 96,maria.rutkowska@gmail.com
Kazimierz Kamiński,1953-10-17,53101752837,48658363187,Poznań,ul. Długa 9,kazimierz.kamiński@gmail.com
Mateusz Nowakowski,1941-12-09,41120952855,48699082250,Gdańsk,Al. Jerozolimskie 28,mateusz.nowakowski@gmail.com
Cezary Witkowski,1945-05-26,45052682095,48804476882,Łódź,Al. Wilanowska 92,cezary.witkowski@gmail.com
Łukasz Kaczmarek,1944-11-16,44111679696,48763489334,Poznań,ul. Wspólna 75,łukasz.kaczmarek@gmail.com
Lidia Piotrowska,1960-03-20,60032084003,48523585704,Poznań,Al. Rzeczypospolitej 65,lidia.piotrowska@gmail.com
Mateusz Ostrowski,1941-03-31,41033155314,48815998958,Łódź,ul. Jana Pawła II 62,mateusz.ostrowski@gmail.com
Artur Kowalczyk,1969-04-30,69043035477,48798193943,Łódź,ul. Mokotowska 97,artur.kowalczyk@gmail.com
Cyprian Adamczyk,1996-03-12,96031293696,48596884292,Gdańsk,Al. KEN 65,cyprian.adamczyk@gmail.com
Bożena Baran,1955-02-24,55022455503,48752102196,Gdańsk,ul. Wspólna 61,bożena.baran@gmail.com
Józef Malinowski,1986-05-22,86052285994,48606637381,Łódź,Al. Solidarności 24,józef.malinowski@gmail.com
Irena Jankowska,1942-05-24,42052403486,48674103963,Gdańsk,Al. Waszyngtona 49,irena.jankowska@gmail.com
Karol Majewski,1978-03-01,78030165316,48567604262,Kraków,Al. Jerozolimskie 33,karol.majewski@gmail.com
Joanna Stępień,1986-07-24,86072494602,48778407190,Łódź,ul. Świętokrzyska 76,joanna.stępień@gmail.com
Marta Jabłońska,1953-03-10,53031028729,48780148046,Gdańsk,ul. Długa 4,marta.jabłońska@gmail.com
Ireneusz Lewandowski,1982-10-07,82100772674,48705950766,Łódź,Al. Stanów Zjednoczonych 44,ireneusz.lewandowski@gmail.com
Justyna Michalak,1946-08-28,46082845427,48804918786,Warszawa,Al. Jana III Sobieskiego 85,justyna.michalak@gmail.com
Jolanta Jabłońska,1985-01-30,85013025389,48539447589,Warszawa,ul. Grójecka 75,jolanta.jabłońska@gmail.com
Justyna Jaworska,1949-03-28,49032816845,48657745221,Łódź,ul. Długa 2,justyna.jaworska@gmail.com
Krzysztof Pawlak,1990-01-02,90010226879,48679079724,Łódź,Al. Solidarności 76,krzysztof.pawlak@gmail.com
Józef Walczak,1947-12-10,47121089552,48699408984,Gdańsk,Al. Stanów Zjednoczonych 70,józef.walczak@gmail.com
Nina Kowalczyk,1970-08-08,70080866407,48714307668,Kraków,ul. Targowa 21,nina.kowalczyk@gmail.com
Dawid Górski,1984-05-31,84053191175,48679677263,Warszawa,ul. Krakowskie Przedmieście 66,dawid.górski@gmail.com
Cezary Walczak,1955-07-08,55070828298,48708935269,Warszawa,Al. Wilanowska 8,cezary.walczak@gmail.com
Amelia Nowakowska,1960-08-08,60080892663,48615501857,Warszawa,Al. Waszyngtona 55,amelia.nowakowska@gmail.com
Julia Michalska,1973-04-07,73040728384,48564982144,Warszawa,ul. Targowa 24,julia.michalska@gmail.com
Emil Kowalski,1992-09-25,92092595153,48624918866,Kraków,ul. Złota 24,emil.kowalski@gmail.com
Emil Mazur,1964-04-16,64041662212,48768384106,Poznań,ul. Mokotowska 56,emil.mazur@gmail.com
Janusz Jabłoński,1989-03-18,89031884537,48600460035,Gdańsk,ul. Grójecka 61,janusz.jabłoński@gmail.com
Laura Rutkowska,1977-02-05,77020535041,48753043370,Kraków,Al. Wilanowska 43,laura.rutkowska@gmail.com
Jan Ostrowski,1990-08-11,90081175933,48560240315,Gdańsk,Al. KEN 77,jan.ostrowski@gmail.com
Edward Tomaszewski,1995-05-23,95052355932,48505587239,Gdańsk,Al. Wojska Polskiego 28,edward.tomaszewski@gmail.com
Grzegorz Majewski,2003-07-12,03271269837,48537727372,Łódź,Al. Niepodległości 66,grzegorz.majewski@gmail.com
Agnieszka Nowakowska,1982-04-29,82042930727,48519422874,Warszawa,Al. Zieleniecka 40,agnieszka.nowakowska@gmail.com
Mariusz Wróbel,1984-01-17,84011783457,48530213089,Kraków,ul. Puławska 51,mariusz.wróbel@gmail.com
Natalia Kowalczyk,1995-05-15,95051598246,48588570946,Łódź,Al. Waszyngtona 52,natalia.kowalczyk@gmail.com
Celina Kaczmarek,2006-11-13,06311371448,48725827669,Łódź,ul. Jana Pawła II 19,celina.kaczmarek@gmail.com
Jakub Kowalczyk,1996-10-04,96100491699,48778924984,Warszawa,ul. Chmielna 54,jakub.kowalczyk@gmail.com
Halina Nowak,2001-08-29,01282934869,48563456814,Warszawa,Al. Niepodległości 8,halina.nowak@gmail.com
Dominik Kwiatkowski,1955-07-20,55072083132,48565601549,Kraków,Al. Wojska Polskiego 80,dominik.kwiatkowski@gmail.com
Karolina Grabowska,1954-02-23,54022303625,48684384622,Łódź,ul. Chmielna 23,karolina.grabowska@gmail.com
Mariusz Krawczyk,1994-02-15,94021598697,48745878457,Kraków,Al. Prymasa Tysiąclecia 99,mariusz.krawczyk@gmail.com
Agnieszka Kowalczyk,1995-09-29,95092933565,48789382144,Poznań,ul. Wspólna 34,agnieszka.kowalczyk@gmail.com
Arkadiusz Kaczmarek,1945-05-26,45052614218,48776589032,Warszawa,ul. Złota 39,arkadiusz.kaczmarek@gmail.com
Franciszek Wróbel,1996-07-05,96070568636,48509540074,Łódź,Al. Krakowska 16,franciszek.wróbel@gmail.com
Kamila Michalak,1947-09-12,47091283042,48811347337,Łódź,Al. Wilanowska 81,kamila.michalak@gmail.com
Andrzej Zając,2006-02-10,06221006296,48554275057,Kraków,Al. Rzeczypospolitej 72,andrzej.zając@gmail.com
Halina Szymańska,1958-08-24,58082459788,48582389898,Kraków,Al. Prymasa Tysiąclecia 52,halina.szymańska@gmail.com
Eryk Olszewski,1990-08-18,90081861416,48680989906,Kraków,ul. Długa 52,eryk.olszewski@gmail.com
Bogumiła Adamczyk,2006-03-17,06231707440,48549082519,Warszawa,ul. Złota 29,bogumiła.adamczyk@gmail.com
Celina Szymańska,1959-03-11,59031116785,48572080103,Poznań,Al. Wojska Polskiego 99,celina.szymańska@gmail.com
Kajetan Dąbrowski,1977-04-24,77042450854,48610539872,Łódź,ul. Wspólna 19,kajetan.dąbrowski@gmail.com
Franciszek Malinowski,1991-09-08,91090816378,48506532756,Łódź,Al. Stanów Zjednoczonych 70,franciszek.malinowski@gmail.com
Czesława Zielińska,1973-12-09,73120930322,48798618696,Gdańsk,ul. Świętokrzyska 50,czesława.zielińska@gmail.com
Julia Szymańska,1981-09-30,81093027107,48644527169,Gdańsk,ul. Żwirki i Wigury 64,julia.szymańska@gmail.com
Monika Kowalska,1999-05-13,99051342980,48503860026,Kraków,Al. Jerozolimskie 47,monika.kowalska@gmail.com
Cezary Tomaszewski,1983-06-12,83061290931,48769265492,Łódź,Al. Stanów Zjednoczonych 37,cezary.tomaszewski@gmail.com
Bożena Zielińska,1983-01-03,83010354226,48638291562,Łódź,Al. Niepodległości 33,bożena.zielińska@gmail.com
Cezary Majewski,1957-02-23,57022333533,48618377269,Gdańsk,ul. Krakowskie Przedmieście 3,cezary.majewski@gmail.com
Ignacy Jabłoński,1983-03-01,83030188814,48528007175,Gdańsk,Al. Rzeczypospolitej 15,ignacy.jabłoński@gmail.com
Laura Wróbel,1992-02-06,92020646786,48523909783,Gdańsk,Al. Jerozolimskie 53,laura.wróbel@gmail.com
Bartosz Tomaszewski,1965-09-17,65091767094,48694695994,Łódź,ul. Chmielna 67,bartosz.tomaszewski@gmail.com
Łukasz Wieczorek,1981-11-09,81110946714,48630900922,Kraków,Al. Wojska Polskiego 51,łukasz.wieczorek@gmail.com
Kacper Mazur,1944-11-13,44111344097,48759746138,Kraków,Al. Waszyngtona 40,kacper.mazur@gmail.com
Jerzy Wójcik,1954-01-12,54011271610,48542178277,Kraków,Al. Prymasa Tysiąclecia 26,jerzy.wójcik@gmail.com
Daniel Krawczyk,1997-10-04,97100488874,48725425949,Kraków,Al. Prymasa Tysiąclecia 20,daniel.krawczyk@gmail.com
Józef Olszewski,1947-12-03,47120357737,48601540932,Łódź,Al. Wilanowska 36,józef.olszewski@gmail.com
Maria Nowak,1981-08-28,81082887620,48744374916,Łódź,Al. Wilanowska 63,maria.nowak@gmail.com
Magdalena Nowicka,1972-06-24,72062427088,48634453414,Kraków,ul. Piotrkowska 74,magdalena.nowicka@gmail.com
Maria Michalska,1976-04-15,76041549325,48581425549,Kraków,Al. Zieleniecka 92,maria.michalska@gmail.com
Damian Mazur,1980-11-28,80112840156,48549575933,Gdańsk,ul. Jana Pawła II 16,damian.mazur@gmail.com
Kacper Lewandowski,1960-04-21,60042196037,48680224686,Poznań,ul. Chmielna 64,kacper.lewandowski@gmail.com
Lech Baran,1959-01-13,59011376952,48650731424,Łódź,ul. Grójecka 50,lech.baran@gmail.com
Kajetan Tomaszewski,1954-11-16,54111633918,48564847091,Łódź,Al. Krakowska 3,kajetan.tomaszewski@gmail.com
Justyna Nowak,2002-03-16,02231698948,48608142167,Warszawa,ul. Mokotowska 47,justyna.nowak@gmail.com
